molecule,time_window,ae_term,k,log_or,se,z,pval,ci_lb,ci_ub,tau2,I2,QE,QEp,or,or_ci_lb,or_ci_ub,stars,pval_fmt,QEp_fmt,status,log_or_ci,or_ci
PSILOCYBIN,session,migraine,3,-1.536494650698993,1.5066051568627967,-1.0198389695535326,0.3078048379456965,-4.489386497072393,1.416397195674407,4.938451838275631,73.46222378653496,8.182069553942096,0.016721921143969986,0.21513390071240532,0.011227529819493542,4.12224202294061,,0.308,0.017,ok,"-1.536 [-4.489, 1.416]","0.22 [0.01, 4.12]"
PSILOCYBIN,session,mood altered,2,2.505651283981756,1.054748033761053,2.3755922777566387,0.017520810852809692,0.4383831250456556,4.572919442917857,0,0,0.18224715450616885,0.6694491416672316,12.251535596879211,1.5501987136141613,96.82637662087353,*,0.018,0.669,ok,"2.506 [0.438, 4.573] *","12.25 [1.55, 96.83] *"
PSILOCYBIN,session,muscle strain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,musculoskeletal pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,myalgia,3,1.3135169332395453,0.8592824437013147,1.5286207030852847,0.12635850058480702,-0.37064570896259785,2.9976795754416887,0,0,1.5870816468495321,0.4522406526688685,3.7192310251204703,0.6902884612557078,20.038983982226156,,0.126,0.452,ok,"1.314 [-0.371, 2.998]","3.72 [0.69, 20.04]"
PSILOCYBIN,session,nasal congestion,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,nausea,8,1.391752872443255,0.7661648892080554,1.8165187312118118,0.06929083726521588,-0.10990271662365392,2.8934084615101643,3.3182996816687176,78.87982747743459,37.93495843248868,3.117676006495161e-6,4.021893744558803,0.8959212893051054,18.054743743244877,,0.069,<0.001,ok,"1.392 [-0.110, 2.893]","4.02 [0.90, 18.05]"
PSILOCYBIN,session,oropharyngeal pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,pain in extremity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,palpitations,2,-2.5797707644947954,2.433700342055528,-1.0600198881986822,0.2891355515007021,-7.34973578408644,2.1901942550968494,10.198148263316988,86.0006311277484,7.143179161327175,0.007524963830640302,0.0757913761060121,6.427621659147732e-4,8.936948993983956,,0.289,0.008,ok,"-2.580 [-7.350, 2.190]","0.08 [0.00, 8.94]"
PSILOCYBIN,session,panic reaction,2,1.7550424920573149,1.1068764333591359,1.5855812258384905,0.11283433783632417,-0.41439545266274047,3.9244804367773702,0,0,0.23839266722317767,0.6253694329214644,5.783693497771002,0.6607396083574407,50.62676741797881,,0.113,0.625,ok,"1.755 [-0.414, 3.924]","5.78 [0.66, 50.63]"
PSILOCYBIN,session,paresthesia,2,2.146018439374633,1.0676250403182348,2.010086274048943,0.044422058538460873,0.05351181135776972,4.238525067391496,0,0,0.022302357751704034,0.8812855593702202,8.550745219916873,1.0549694523156405,69.30555539351826,*,0.044,0.881,ok,"2.146 [0.054, 4.239] *","8.55 [1.05, 69.31] *"
PSILOCYBIN,session,peripheral swelling,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,photopsia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,physical pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,pneumonia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,psychomotor hyperactivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,pyrexia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,restlessness,2,-3.015793851263239,1.4773146755589488,-2.0414024859816675,0.04121083756598503,-5.911277409191253,-0.12031029333522492,2.825654193483975,61.84101864327595,2.6206150280890252,0.10548354898429346,0.04900691583880863,0.0027087245268247176,0.8866452739095698,*,0.041,0.105,ok,"-3.016 [-5.911, -0.120] *","0.05 [0.00, 0.89] *"
PSILOCYBIN,session,rhinorrhea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,sedation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,sexual abuse,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,sinus congestion,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,sinus headache,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,skin cosmetic procedure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,sleep disorder,4,0.5330012450549613,1.9374654015824477,0.2751023293730181,0.7832376220247964,-3.2643611633390686,4.330363653448991,13.297481016591355,88.8753042331614,29.242048873871745,1.9919075484096076e-6,1.7040388800114687,0.03822134448212575,75.97190899311984,,0.783,<0.001,ok,"0.533 [-3.264, 4.330]","1.70 [0.04, 75.97]"
PSILOCYBIN,session,stress,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,suicidal behavior,2,1.2794431425893704,1.2117507851437548,1.055863266833027,0.29103068846963503,-1.0955447545305217,3.6544310397092623,0,0,0.5894618053432613,0.44262731073970674,3.594637467622561,0.3343574146116395,38.6455270885628,,0.291,0.443,ok,"1.279 [-1.096, 3.654]","3.59 [0.33, 38.65]"
PSILOCYBIN,session,suicidal ideation,6,1.4577407108442417,0.5901568324821211,2.470090373626919,0.013507892187475735,0.30105457394904644,2.614426847739437,0,0,3.342566170288537,0.6473313915694635,4.296242102049067,1.3512830843799726,13.659385226366668,*,0.014,0.647,ok,"1.458 [0.301, 2.614] *","4.30 [1.35, 13.66] *"
PSILOCYBIN,session,surgery,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,tachycardia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,temperature perception disturbances,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,testicular pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,thinking abnormal,2,1.4777117434451963,1.2011444796895214,1.2302531197805309,0.218602333630161,-0.8764881769753678,3.8319116638657604,0,0,0.8455793995455667,0.35780591972720527,4.382904986393217,0.4162421165960714,46.15067854460318,,0.219,0.358,ok,"1.478 [-0.876, 3.832]","4.38 [0.42, 46.15]"
PSILOCYBIN,session,thrombocytosis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,toothache,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,traumatic lung injury,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,upper respiratory tract infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,urinary incontinence,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,viral upper resp. tract infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,vomiting,2,-1.8584661819024997,2.426899615792354,-0.7657779373357939,0.44380844394739694,-6.615102022949609,2.898169659144609,10.631234629942089,90.15512133167252,10.15756550882801,0.001437102681222219,0.15591158707695615,0.0013399780805526881,18.14091091313151,,0.444,0.001,ok,"-1.858 [-6.615, 2.898]","0.16 [0.00, 18.14]"
PSILOCYBIN,session,withdrawal syndrome,2,0.4421218497560798,1.0778834605172896,0.41017592898577376,0.6816768971478806,-1.6704909123892087,2.5547346119013685,0,0,0.29262474921053533,0.5885434182164548,1.5560053277529344,0.1881546755015795,12.867884221007266,,0.682,0.589,ok,"0.442 [-1.670, 2.555]","1.56 [0.19, 12.87]"
PSILOCYBIN,session,xerostomia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
